epoch,train loss,reg loss,train acc,test loss,test acc
0,1.991707499679702,0.0,28.590777310379906,1.53289621887785,tensor(44.9300)
1,1.7241514250445549,0.0,41.665033134047626,1.3842828707261519,tensor(52.3600)
2,1.5548070131055534,0.0,49.36246686710935,1.194814065490106,tensor(60.3700)
3,1.4496315293909643,0.0,54.01352020347436,0.9189326486202202,tensor(71.1300)
4,1.3707988797246342,0.0,57.24416131419192,0.7310590780142582,tensor(77.2600)
5,1.3365099702954597,0.0,58.44116960202347,0.8059468275368816,tensor(75.5900)
6,1.2633683285140016,0.0,61.2888733902838,0.6478342287468187,tensor(81.5600)
7,1.2698191716847822,0.0,60.96049855931434,0.7919638295366307,tensor(75.7900)
8,1.226232940812245,0.0,62.78934019681839,0.7578699655003018,tensor(78.4600)
9,1.2350346617534032,0.0,62.14417617724441,0.569000259192303,tensor(84.1400)
10,1.203868293853672,0.0,63.21033134641969,0.6030353605747223,tensor(84.4400)
11,1.1744117572179535,0.0,64.59512305020371,0.5829982146470234,tensor(83.3700)
12,1.1706544907044267,0.0,64.6941064040898,0.5712030749730389,tensor(84.9500)
13,1.1449797273139515,0.0,65.63109941471865,0.560028316697689,tensor(85.3400)
14,1.154030572727818,0.0,64.87676485521827,0.5963071154223548,tensor(85.2100)
15,1.1191815281158213,0.0,66.49921268157128,0.5872385790853789,tensor(84.6700)
16,1.1085340089124183,0.0,66.88257094149886,0.5315382107339724,tensor(87.5200)
17,1.0934848141334856,0.0,67.41725889062457,0.48849409788545933,tensor(87.2800)
18,1.0669855319173134,0.0,68.06287193840588,0.5164530725792201,tensor(87.7200)
19,1.0827441388536292,0.0,67.75035159933348,0.4521424481363008,tensor(89.2800)
20,1.0948854005702622,0.0,66.84283787853087,0.5111722160469402,tensor(87.7600)
21,1.0876181964831584,0.0,66.96386744136524,0.5440510321747173,tensor(88.5200)
22,1.0505948502313145,0.0,68.89389323475969,0.43928452182297756,tensor(88.4800)
23,1.0580141402952505,0.0,68.42546368860343,0.5074792389917855,tensor(87.5000)
24,1.0659581342773974,0.0,68.22385332149818,0.4364662068058746,tensor(89.4100)
25,1.0565383147324443,0.0,68.68026147120655,0.44053645778183986,tensor(89.1100)
26,1.0451400669486932,0.0,68.70982397990159,0.47640536379332493,tensor(89.8500)
27,1.0236939171619732,0.0,69.58077847179503,0.4330254016500531,tensor(90.1100)
28,1.0272198135743056,0.0,69.49966517844967,0.48660735138739,tensor(87.7800)
29,1.0672291860632275,0.0,67.56407228647258,0.44378182141467776,tensor(89.8800)
30,1.0587340982826166,0.0,67.72569299203708,0.45158153471320567,tensor(89.8800)
31,1.0516329491534806,0.0,67.91141947914298,0.4765537814660506,tensor(90.5300)
32,1.010359304030533,0.0,69.84319755831676,0.444407572047879,tensor(88.2100)
33,1.0379289728220162,0.0,68.82439541712209,0.48839284735496596,tensor(89.3700)
